id	title	description	status	created_at	updated_at	root_id	development_proposal_and_clarification	ball_park_estimate	impact_on_market	priority	argumentation_for_proposal	proposal_impact	next_steps	categories	planned_release_version
79	CSUSE0033135	DSO has received a DH-342-1 (cancel grid agreement) from a DDQ, but hasn't responded to it quick enough so the grid agreement has already ended because of a new agreement on accounting point. When the DSO in these situations tries to respond to the canceling event they receive an error stating that an ended agreement cannot be cancelled. 	4				DSO has received a DH-342-1 (cancel grid agreement) from a DDQ, but hasn't responded to it quick enough so the grid agreement has already ended because of a new agreement on accounting point. When the DSO in these situations tries to respond to the canceling event they receive an error stating that an ended agreement cannot be cancelled. 	1+2	1	2				Sopimusprosessi	2.3
80	CSUSE0033941	Hi, I need help in such a case when XXX has many DH-311-11 events waiting to be processed. When checking a few accounting points, I noticed that agreement issues have becomen clear and request is unnecessary, but the event is hanging still in the process. Who that could be removed? Or is there need to full fill the contact information and write into additional information that the event can be completed and the additional information request is unnecessary? There is no button for that? E.g. GSRN YYYYY. Thanks	3				Hi, I need help in such a case when XXX has many DH-311-11 events waiting to be processed. When checking a few accounting points, I noticed that agreement issues have becomen clear and request is unnecessary, but the event is hanging still in the process. Who that could be removed? Or is there need to full fill the contact information and write into additional information that the event can be completed and the additional information request is unnecessary? There is no button for that? E.g. GSRN YYYYY. Thanks			TU				Sanomahallinta	
81	CSUSE0040110	Can you remove all open transactions in cases where message transfer has already taken care of cases. Open transactions view needs a lot of development, at the moment cause extra work and if there is changes related to the agreements, that are not notified with message transfer, then there shall be sent email notification or acknowledgment as in event step DH-311-14 and DH-311-11.	1				Can you remove all open transactions in cases where message transfer has already taken care of cases. Open transactions view needs a lot of development, at the moment cause extra work and if there is changes related to the agreements, that are not notified with message transfer, then there shall be sent email notification or acknowledgment as in event step DH-311-14 and DH-311-11.			2				Sanomahallinta	
82	CSUSE0040330	"Measurement status report also for the supplier.

Currently the ""Measurement status"" report is only available for the grid companpy. Is it possible to get is also for the suppliers?"	3				"Measurement status report also for the supplier.

Currently the ""Measurement status"" report is only available for the grid companpy. Is it possible to get is also for the suppliers?"	1		2			Kyseinen ehdotus sai suosituksen siten, että lisätään myyjän raportille suodattimeksi verkkoyhtiö, ja viedään ehdotus eteenpäin.	Raportointi	
83	CHGUSE0000032341	It was discovered that there is an extra space at the end of customer ID (business ID), and thus the ID does not match when trying to report the authorisation. The customer ID should be fixed so that there is no extra space in the end of the ID.	3				It was discovered that there is an extra space at the end of customer ID (business ID), and thus the ID does not match when trying to report the authorisation. The customer ID should be fixed so that there is no extra space in the end of the ID.			1				Asiakastietoprosessi	
84	CSUSE0047044	"Accounting point structural data corrections and impact on the netting calculation.

Datahub does not return measurement data as netted because of ""technical reasons"" (e.g. corrections to production unit power leaves a one day gap)? In these cases, consumer customer invoicing is not possible because the time series is not ""complete"". The regulation states that netted values must be used in invoicing.

Proposal for a change: 
- As a default, all related accounting point measurement data is netted, only exception is when power capacity is over the allowed limit. 
- In principle, corrections to structural data should be allowed for the current date and in the past."	4				"Accounting point structural data corrections and impact on the netting calculation.

Datahub does not return measurement data as netted because of ""technical reasons"" (e.g. corrections to production unit power leaves a one day gap)? In these cases, consumer customer invoicing is not possible because the time series is not ""complete"". The regulation states that netted values must be used in invoicing.

Proposal for a change: 
- As a default, all related accounting point measurement data is netted, only exception is when power capacity is over the allowed limit. 
- In principle, corrections to structural data should be allowed for the current date and in the past."	2+3	1	1			"Korjaukset rinnakkaisuustietoihin tulee olla mahdollista tehdä vuoden 2023 alusta alkaen. Selvitetään käytöstä poistetun käyttöpaikan tilan muuttamisen mahdollisuutta ja tuodaan asia uudestaan kehitystyöryhmään.
21.11.2023: Kehitysehdotus #276 sai alityöryhmän kannatuksen kuvatulla ratkaisuehdotuksella listatut tarkennukset huomioiden. Takautuvien korjausten aikarajaksi todettiin 90 päivää menneisyyteen sen jälkeen, kun vanhemmat tilanteet on ensin saatu korjattua muutoksen tuotantoon viennin jälkeen. Sovittiin, että #176 tuodaan uudelleen käsittelyyn tammikuun alityöryhmään. "	Käyttöpaikkaprosessi	2.4
85	CSUSE0047793	"When running the business report ""Open transactions"" with filter by Step Type = DH-422-1… Development idea that report shall contain GSRN id. I searched the message from business transaction dosier with message id that gives the GSRN id. When comparing the a couple of accounting points to the list of open transaction, I could not find them all. How shall the report's data be concidered? What open transactions this report should contain?"	1				"When running the business report ""Open transactions"" with filter by Step Type = DH-422-1… Development idea that report shall contain GSRN id. I searched the message from business transaction dosier with message id that gives the GSRN id. When comparing the a couple of accounting points to the list of open transaction, I could not find them all. How shall the report's data be concidered? What open transactions this report should contain?"			3	Raportin käytettävyyden parantaminen vaikka käyttöliittymällä avoimista tapahtumista käyttöpaikkatunnus näkyy.			Sanomahallinta	
86	CSUSE0047823	From the BTD list it is difficult to find data and follow what has happened, expecially if there is a lot of events. Development proposal is get clearer view that give the information what messages are done using DH B2B events and what using datahub UI. It would also help if there were symbols or additional information of the top of the functions to tell what it contains (e.g. moving mouse of top of the symbol would open a tool tip type of short instruction).	4				From the BTD list it is difficult to find data and follow what has happened, expecially if there is a lot of events. Development proposal is get clearer view that give the information what messages are done using DH B2B events and what using datahub UI. It would also help if there were symbols or additional information of the top of the functions to tell what it contains (e.g. moving mouse of top of the symbol would open a tool tip type of short instruction).			2				Sanomahallinta	2.3
87	CSUSE0049820	"It is not possible to make restrospective changes to related accounting point information even by MOP. The need for such corrections is often noticed with a delay and if nothing can be done about them, they prevent invoicing. It should  be possible to also change this information  retrospectively.

Production accounting point XXXXX has never been connected. The accounting point has been completely removed from datahub, but it still appears as the related accounting point of the consumption accounting point YYYYY until March 27th.

Production accounting point ZZZZ has been completely removed from datahub, but it appears as the related accounting point of the consumption accounting point WWWW until January 16th.

Can you remove these relations? These are now blocking the invoicing of our consumption accounting points.
Ticket used as basis for contact: CSUSE0046442 | deletion of places of use."	4				"It is not possible to make restrospective changes to related accounting point information even by MOP. The need for such corrections is often noticed with a delay and if nothing can be done about them, they prevent invoicing. It should  be possible to also change this information  retrospectively.

Production accounting point XXXXX has never been connected. The accounting point has been completely removed from datahub, but it still appears as the related accounting point of the consumption accounting point YYYYY until March 27th.

Production accounting point ZZZZ has been completely removed from datahub, but it appears as the related accounting point of the consumption accounting point WWWW until January 16th.

Can you remove these relations? These are now blocking the invoicing of our consumption accounting points.
Ticket used as basis for contact: CSUSE0046442 | deletion of places of use."			DO			Korjataan Datahubin dokumentaatio virheellisen tarkastussäännön osalta.  	Käyttöpaikkaprosessi	2.3
88	CSUSE0061669	"List of open transaction

It is difficult to use the open transactions list as there is a lot of events. Can you add new filtering field for the search of open transactions? Another development idea is to list more rows in the view. Now there is only 4 rows and the rest needs to be scrolled. Only a half of the page view is currently used, so there is space to extend the view."	4				"List of open transaction

It is difficult to use the open transactions list as there is a lot of events. Can you add new filtering field for the search of open transactions? Another development idea is to list more rows in the view. Now there is only 4 rows and the rest needs to be scrolled. Only a half of the page view is currently used, so there is space to extend the view."			2			Tuotteeseen tuleva parannus.	Sanomahallinta	2.3
89	CSUSE0062292	"Authorisations Report (Reporting/Business/Authorisations)  should be developed in order to serve both market parties and MOP.
The current report should benefit the following:
-for MOP usage: timeline of yhe DH-812 (status=confirmed) timely follow-up trend
-for market party: pie charts ..............TO BE SPECIFIED
-the table should be wider to visualise all the data included

Development of the Report should be included with the Authorisations Process development

In addition to the issues mentioned in the description, it would be good that there where some sort of a graph which visualises all confirmed authorisations per market party. That is, the sum of authorisations given by customer and the authorised party itself, per market party (with status: confirmed). A bar chart would be suitable for this purpose."	3				"Authorisations Report (Reporting/Business/Authorisations)  should be developed in order to serve both market parties and MOP.
The current report should benefit the following:
-for MOP usage: timeline of yhe DH-812 (status=confirmed) timely follow-up trend
-for market party: pie charts ..............TO BE SPECIFIED
-the table should be wider to visualise all the data included

Development of the Report should be included with the Authorisations Process development

In addition to the issues mentioned in the description, it would be good that there where some sort of a graph which visualises all confirmed authorisations per market party. That is, the sum of authorisations given by customer and the authorised party itself, per market party (with status: confirmed). A bar chart would be suitable for this purpose."			2				Valtuutusprosessi	
90	CSUSE0063146	"I'm testing related accounting point contract restoration in VEN02 enviroment and i found a bug.
DDQ1:
I have SA1 (contract ID ZZ) for consumption ACP (XXX).
I have SA2 (contract ID WW) for production ACP (YYY).
DDQ2:
Now im creating new contract SA3 for different customer in future for consumption ACP.

That will send to SA1 and SA2 DH-311-4 messages that contract will end.
Now im cancelling SA3 and this will send to SA1 DH-341-3, but DH-341-3 message is not sent for SA2.
Why related accounting point YYY is not getting the same DH-341-3, messages?

CUSTOMER SERVICE:
If you check from the events document https://palvelut.datahub.fi/api/documents/file/0-232449-1-294924 figure 37 'DH-341 NOTIFICATION OF SALES AGREEMENT CANCELLATION' in chapter 6.9.1, there is no message sent to the supplier of the related AP when the sales agreement of the related AP is cancelled."	1				"I'm testing related accounting point contract restoration in VEN02 enviroment and i found a bug.
DDQ1:
I have SA1 (contract ID ZZ) for consumption ACP (XXX).
I have SA2 (contract ID WW) for production ACP (YYY).
DDQ2:
Now im creating new contract SA3 for different customer in future for consumption ACP.

That will send to SA1 and SA2 DH-311-4 messages that contract will end.
Now im cancelling SA3 and this will send to SA1 DH-341-3, but DH-341-3 message is not sent for SA2.
Why related accounting point YYY is not getting the same DH-341-3, messages?

CUSTOMER SERVICE:
If you check from the events document https://palvelut.datahub.fi/api/documents/file/0-232449-1-294924 figure 37 'DH-341 NOTIFICATION OF SALES AGREEMENT CANCELLATION' in chapter 6.9.1, there is no message sent to the supplier of the related AP when the sales agreement of the related AP is cancelled."			2				Sopimusprosessi	
91	CSUSE0065519	"Authorizations should be able to be granted for a longer period than just one year at a time. Ideally, the authorizer could set a deadline for the authorization or make it valid until further notice.

The current one-year time limit has problems: a) it requires parties to remember which authorizations in Datahub need to be renewed; b) measurement data can easily be missing for a few hours because the renewal of authorization does not take effect without caps, or renewing authorization without caps requires a lot of adjustment and real-time action. For example, if an authorization in Datahub ends on 20.11 and the new authorization can start from the current day, e.g., 21.11, then measurement data from the 20th will be missing from the authorized party, and the misising data must be manually patched up between parties.

There has also arisen a need for authorizations to be made by another party, not just the measurement-responsible party. Could the operational logic of Datahub regarding exchange point measurements be changed so that this would be possible?"	3				"Authorizations should be able to be granted for a longer period than just one year at a time. Ideally, the authorizer could set a deadline for the authorization or make it valid until further notice.

The current one-year time limit has problems: a) it requires parties to remember which authorizations in Datahub need to be renewed; b) measurement data can easily be missing for a few hours because the renewal of authorization does not take effect without caps, or renewing authorization without caps requires a lot of adjustment and real-time action. For example, if an authorization in Datahub ends on 20.11 and the new authorization can start from the current day, e.g., 21.11, then measurement data from the 20th will be missing from the authorized party, and the misising data must be manually patched up between parties.

There has also arisen a need for authorizations to be made by another party, not just the measurement-responsible party. Could the operational logic of Datahub regarding exchange point measurements be changed so that this would be possible?"			2				Valtuutusprosessi	
92	CSUSE0067015	"The user interface should display the measurement data for which the authorised party has received authorisation from DSOs or end customers. Now it turns out that exchange point measurements do not appear and it is a very tricky situation. We have authorizations mainly related to excange points.
The contact was based on a ticket: CSUSE0064399 | Display of authorized measurements in the user interface."	3				"The user interface should display the measurement data for which the authorised party has received authorisation from DSOs or end customers. Now it turns out that exchange point measurements do not appear and it is a very tricky situation. We have authorizations mainly related to excange points.
The contact was based on a ticket: CSUSE0064399 | Display of authorized measurements in the user interface."			2				Valtuutusprosessi	
93	CSUSE0065516	At the moment, the DSO responsible for measurement cannot obtain a list of authorisations related to its exchange points from the user interface. The DSO responsible for measurement should be able to report all exchange point authorisations it has issued.	1				At the moment, the DSO responsible for measurement cannot obtain a list of authorisations related to its exchange points from the user interface. The DSO responsible for measurement should be able to report all exchange point authorisations it has issued.			2				Valtuutusprosessi	
94	CSUSE0067699	"DH-333-2 message for future commencing agreements. Why this message and how should it be directed to the correct agreement with the seller? Why is a message not sent instead with the identifier of the agreement to be cancelled?

DH-333-2 how to direct if the network and seller decide to end agreements simultaneously. For example, the network decides to end the agreement on the 1st of January, 2024, and the seller almost immediately for the 24th of December, 2023. The seller receives a DH-333-2 message with the termination date when the agreement is no longer valid. Under what condition should the message be directed to the correct agreement with the seller, considering that the datahub also sends DH-333-2 messages for the termination of future agreements?

DH-352-3 message, why does this not have the identifier for the seller's agreement to be reinstated? What logic should the recipient use to direct this to the correct seller agreement?"""	4				"DH-333-2 message for future commencing agreements. Why this message and how should it be directed to the correct agreement with the seller? Why is a message not sent instead with the identifier of the agreement to be cancelled?

DH-333-2 how to direct if the network and seller decide to end agreements simultaneously. For example, the network decides to end the agreement on the 1st of January, 2024, and the seller almost immediately for the 24th of December, 2023. The seller receives a DH-333-2 message with the termination date when the agreement is no longer valid. Under what condition should the message be directed to the correct agreement with the seller, considering that the datahub also sends DH-333-2 messages for the termination of future agreements?

DH-352-3 message, why does this not have the identifier for the seller's agreement to be reinstated? What logic should the recipient use to direct this to the correct seller agreement?"""			3				Sanomahallinta	
95	CSUSE0068498	"""Hello, parties acting in the DSO role face significant challenges in maintaining Datahub authorization processes in the current model. In many situations, MSCONS message traffic has been utilized to simplify maintenance.

Currently, we have nearly 500 separateaxchange point measurements for parties XXX, YYY, and ZZZ, with most falling under our own measurement responsibility. Additionally, there are several exchange points authorized to us where we do not act in the DSO role. We need measurement data from these authorized exchange points for customer billing and network operation and monitoring modeling. Furthermore, we have also authorized multiple exchange points to third parties for similar reasons or when an external service provider supports the non-measurement-responsible counterpart DSO role in the opposite network, allowing them access to measurement data from Datahub without authorization.

Here are our proposed development ideas regarding exchange point authorization processes, which may partially apply to conventional accounting points as well. To our knowledge, WWW has drafted proposals related to the top three points, and some of the existing authorization process improvement suggestions may overlap with these themes:

1) Authorization for an exchange point should be possible retroactively, e.g., up to 90 days in the past.
2) Authorization for an exchange point should cover longer time periods than the current maximum of 1 year, such as up to 3 years at a time or until further notice (for an unspecified duration).
3) Authorization for an exchange point should be extendable before it expires. For example, if there are only 32 days left, but we want to extend it until the end of the year (+120 days).
4) Non-measurement-responsible networks should be able to give authorizations (I’m unsure if this is already possible via CMS).
5) Authorized parties should be able to view structural and measurement data for exchange points through Datahub’s CMS interface.
6) Management of exchange  point authorizations should be available in a dedicated module within Datahub’s user interface. This module would display all market participant interface points and their active authorizations. It would also show exchaneg points authorized by another market party. This makes it easy to track authorization validity for different parties and add new authorizations.
7) If the above option is not feasible, consider implementing a new report in Datahub. This report would allow market parties to see all active authorizations for their exchange points and those authorized to them. The report should include at least the interface point’s GSRN identifier, station code, authorized measurements (e.g., consumption + losses), authorization validity, party identifier, party name, etc.
8) If an authorization is about to expire, a notification should be sent to both the granting and receiving parties 7 days in advance."""	4				"""Hello, parties acting in the DSO role face significant challenges in maintaining Datahub authorization processes in the current model. In many situations, MSCONS message traffic has been utilized to simplify maintenance.

Currently, we have nearly 500 separateaxchange point measurements for parties XXX, YYY, and ZZZ, with most falling under our own measurement responsibility. Additionally, there are several exchange points authorized to us where we do not act in the DSO role. We need measurement data from these authorized exchange points for customer billing and network operation and monitoring modeling. Furthermore, we have also authorized multiple exchange points to third parties for similar reasons or when an external service provider supports the non-measurement-responsible counterpart DSO role in the opposite network, allowing them access to measurement data from Datahub without authorization.

Here are our proposed development ideas regarding exchange point authorization processes, which may partially apply to conventional accounting points as well. To our knowledge, WWW has drafted proposals related to the top three points, and some of the existing authorization process improvement suggestions may overlap with these themes:

1) Authorization for an exchange point should be possible retroactively, e.g., up to 90 days in the past.
2) Authorization for an exchange point should cover longer time periods than the current maximum of 1 year, such as up to 3 years at a time or until further notice (for an unspecified duration).
3) Authorization for an exchange point should be extendable before it expires. For example, if there are only 32 days left, but we want to extend it until the end of the year (+120 days).
4) Non-measurement-responsible networks should be able to give authorizations (I’m unsure if this is already possible via CMS).
5) Authorized parties should be able to view structural and measurement data for exchange points through Datahub’s CMS interface.
6) Management of exchange  point authorizations should be available in a dedicated module within Datahub’s user interface. This module would display all market participant interface points and their active authorizations. It would also show exchaneg points authorized by another market party. This makes it easy to track authorization validity for different parties and add new authorizations.
7) If the above option is not feasible, consider implementing a new report in Datahub. This report would allow market parties to see all active authorizations for their exchange points and those authorized to them. The report should include at least the interface point’s GSRN identifier, station code, authorized measurements (e.g., consumption + losses), authorization validity, party identifier, party name, etc.
8) If an authorization is about to expire, a notification should be sent to both the granting and receiving parties 7 days in advance."""	2/3	0	2				Valtuutusprosessi	
96	CSUSE0068976	"SQP dashboard to csv file.

Datahub should have possibility to export the undeliverable accounting points to excel. This functionality is available for other reports, but not for this one."	4				"SQP dashboard to csv file.

Datahub should have possibility to export the undeliverable accounting points to excel. This functionality is available for other reports, but not for this one."			2				Raportointi	
97	CSUSE0065641	" Authorization for exchange points can currently only be granted for one year at a time. As a first improvement idea, consider extending this duration significantly or implementing an option for “until further notice” authorization.

Secondly, I currently have authorizations from XXXXX to YYYYY, which expire on April 20, 2024. Simultaneously, a new exchange point was added, and I granted authorization for it, which expires on November 20, 2024. I tried to synchronize the previous authorizations so that they all expire on November 20, 2024, allowing me to renew them all at once, but unfortunately, I couldn’t find a way to do it. How should I proceed?"	3				" Authorization for exchange points can currently only be granted for one year at a time. As a first improvement idea, consider extending this duration significantly or implementing an option for “until further notice” authorization.

Secondly, I currently have authorizations from XXXXX to YYYYY, which expire on April 20, 2024. Simultaneously, a new exchange point was added, and I granted authorization for it, which expires on November 20, 2024. I tried to synchronize the previous authorizations so that they all expire on November 20, 2024, allowing me to renew them all at once, but unfortunately, I couldn’t find a way to do it. How should I proceed?"			2				Valtuutusprosessi	
98	CSUSE0071213.	Outbound time series data (e.g. energy communities' and netting calculation results) is not limited and shall be limited to prevent sending too large messages to market parties e.g. in the case where measurement data corrections are delivered to datahub from longer period of time and accounting point of those time series belong to larger energy community and the measurement step is 15 minutes.	1				Outbound time series data (e.g. energy communities' and netting calculation results) is not limited and shall be limited to prevent sending too large messages to market parties e.g. in the case where measurement data corrections are delivered to datahub from longer period of time and accounting point of those time series belong to larger energy community and the measurement step is 15 minutes.			1				Laskennat	2.4
99	CSUSE0073014	"Development proposal for the development group: At the moment, DH stops delivering time series on the end date of the service provider's authorisation, i.e. in practice from the end of the authorization period, or in the case of move out, the consumption data for the last few days is always missed.

 This is a challenge, especially with regard to the data reporting services provided by the service provider, as the customer does not then receive actual consumption data from the service provider's portal for the expired access points. 

If the reason for the termination of the authorisation is the termination of the entire customer relationship, there is no significant problem in this as such, but in the case of customer relationship with several accounting points, it is important to receive consumption data for the entire delivery and authorisation period to the service provider, and further for the customer's use.

 => Implementation proposal: Change the data transmission parameters towards service providers so that DH also delivers time series data to the service provider retrospectively for the entire period during which the service provider's authorisation has been valid for accounting point."	3				"Development proposal for the development group: At the moment, DH stops delivering time series on the end date of the service provider's authorisation, i.e. in practice from the end of the authorization period, or in the case of move out, the consumption data for the last few days is always missed.

 This is a challenge, especially with regard to the data reporting services provided by the service provider, as the customer does not then receive actual consumption data from the service provider's portal for the expired access points. 

If the reason for the termination of the authorisation is the termination of the entire customer relationship, there is no significant problem in this as such, but in the case of customer relationship with several accounting points, it is important to receive consumption data for the entire delivery and authorisation period to the service provider, and further for the customer's use.

 => Implementation proposal: Change the data transmission parameters towards service providers so that DH also delivers time series data to the service provider retrospectively for the entire period during which the service provider's authorisation has been valid for accounting point."	?	?	2				Valtuutusprosessi	
